RCID,Latitud,Longitud,Profundidad
3726,-42.3462060,-64.4927930,69.0
3727,-42.1105280,-64.0657130,44.0
3728,-42.4020970,-64.474042,23.5
3729,-42.3660610,-64.4011800,54.0
3730,-42.236636,-64.400111,4.3
3731,-42.3881330,-64.5782150,13.5
3732,-42.0850580,-64.1204350,48.0
3733,-42.3438340,-64.4169900,76.0
3736,-42.3146750,-64.3550700,74.0
3739,-42.0060560,-64.3031510,123.0
3742,-42.3427180,-64.3500670,56.0
3743,-42.4223840,-64.3908200,4.7
3744,-42.4136520,-64.1869920,1.2
3745,-42.3661680,-64.2868520,50.0
3746,-42.2973590,-64.0578970,10.0
3747,-42.0924830,-64.2651340,141.0
3751,-41.7566530,-64.1143670,99.0
3752,-42.2031140,-64.5137450,97.0
3754,-42.1299490,-64.1416400,44.0
3755,-42.3059790,-64.221786,52.0
3756,-42.3482350,-64.1293210,10.3
3757,-42.2945050,-64.5048130,24.5
3758,-42.2168920,-64.3329260,11.5
3759,-42.0139970,-64.401746,145.0
3761,-42.2716810,-64.2716810,32.0
3762,-42.0943960,-63.9874050,58.0
3763,-42.2843570,-64.4495870,8.6
3766,-42.0083770,-64.6388840,149.0
3767,-42.2647860,-64.3206100,6.2
3768,-42.3066850,-64.312227,72.0
3770,-42.1385950,-64.0794890,26.5
3771,-42.3288300,-64.0664460,4.6
3772,-42.1326330,-64.1878680,51.0
3773,-42.3073590,-64.2849910,61.0
3774,-42.4071870,-64.1719540,13.5
3776,-42.3253340,-64.4704780,52.0
3777,-42.3094770,-64.2536050,53.0
3778,-42.2019960,-64.3699390,113.0
3780,-42.3258970,-64.5243780,36.0
3781,-42.1046760,-64.1928740,28.5
3783,-42.2264730,-64.395815,26.5
3784,-42.3315170,-64.1274060,24.5
3785,-42.2559380,-64.1267180,6.1
3786,-42.1038120,-64.4034330,157.0
3787,-42.3439410,-64.0670480,10.5
3788,-42.2136140,-64.2924090,3.2
3790,-42.1957850,-64.6182280,98.0
3791,-41.7648110,-64.5823260,132.0
3792,-42.1154600,-64.1643100,39.0
3793,-42.1382010,-64.3811560,174.0
3795,-42.0860640,-64.1002910,49.0
3796,-42.1233480,-64.0340400,41.0
3797,-42.4140440,-64.1737700,1.8
3798,-41.9825610,-64.312965,145.0
3799,-42.2279620,-64.5677300,8.1
3800,-42.1608390,-64.1205460,10.6
3801,-42.1525370,-64.3410110,166.0
3802,-41.8291860,-64.5152160,145.0
3803,-42.3004400,-64.4520450,58.0
3804,-42.3319020,-64.5115120,53.0
3805,-42.2927820,-64.4455630,20.5
3807,-42.1856200,-64.5859860,119.0
3808,-42.3160220,-64.1461300,48.0
3809,-42.0994470,-64.1435700,24.5
3811,-42.2607130,-64.4300870,30.5
3812,-42.1476790,-64.3786230,175.0
3814,-42.4160490,-64.5162060,5.3
3815,-42.1503820,-64.2438440,58.0
3818,-42.0596100,-64.603321,148.0
3819,-42.1652070,-64.6111470,125.0
3820,-42.2444780,-64.2403130,1.4
3821,-41.8155980,-64.2705560,118.0
3822,-41.722511,-64.6247680,129.0
3826,-42.2572230,-64.3923310,20.6
3828,-42.0663570,-64.5027070,171.0
3829,-42.320482,-64.1408130,40.0
3830,-42.3332880,-64.1227370,19.5
3831,-42.4101110,-64.1227150,7.6
3832,-42.1547060,-64.5762090,136.0
3833,-42.3218380,-64.5474740,13.5
3834,-42.1631710,-64.1347040,9.4
3835,-42.2927050,-64.1747590,51.0
3836,-42.1343850,-64.2124480,50.0
3837,-42.1035440,-64.0272500,51.0
3838,-42.0576910,-64.5163680,169.0
3840,-41.9746590,-64.5976800,140.0
3842,-42.3340190,-64.115215,8.4
3843,-42.340235,-64.4898890,69.0
3845,-42.1491470,-64.5213230,165.0
3847,-41.9301810,-64.6327960,136.0
3848,-42.2690460,-64.4506140,21.5
3849,-42.3159640,-64.0784550,25.5
3850,-42.0921000,-64.0650540,25.5
3853,-42.3331410,-64.5473420,17.5
3854,-42.1315600,-64.4412300,173.0
3858,-42.408052,-64.2678160,6.2
3860,-42.4010240,-64.2791530,11.5
3861,-42.3563480,-64.0835390,36.0
3863,-42.2022450,-64.2153880,0.0
3864,-42.2824070,-64.098901,30.5
3866,-42.3388860,-64.1970900,58.0
3867,-42.3275910,-64.1710360,55.0
3868,-42.1762390,-64.3708480,149.0
3869,-42.087947,-64.1265140,40.0
3870,-42.312021,-64.1091940,28.5
3871,-42.215966,-64.315962,7.7
3872,-42.4139050,-64.3871640,9.4
3873,-42.2508580,-64.2694640,5.6
3874,-42.3045280,-64.0541920,1.8
3875,-42.4219630,-64.4586410,9.2
3880,-42.3535580,-64.1111640,52.0
3881,-42.3382530,-64.3974840,62.0
3885,-42.2607540,-64.1557170,17.5
3886,-42.4144000,-64.1826320,0.9
3887,-42.30784,-64.0873780,33.0
3889,-42.2955550,-64.162101,49.0
3890,-42.1229480,-64.3018860,165.0
3891,-42.2259550,-64.3648380,10.1
3893,-42.3606360,-64.5210240,60.0
3895,-42.1618380,-64.4349720,174.0
3896,-41.8677220,-64.0789750,98.0
3897,-42.1981770,-64.2793080,15.6
3898,-42.4129940,-64.1379760,6.7
3899,-42.1511450,-64.4451920,174.0
3900,-42.3349820,-64.2323560,58.0
3901,-42.2496420,-64.1528200,4.9
3906,-42.1564740,-64.2054080,28.5
3907,-42.2461060,-64.3770410,5.7
3909,-42.3020250,-64.1724250,55.0
3910,-42.254377,-64.3972810,18.6
3911,-42.3905140,-64.2733600,10.5
3912,-42.1823170,-64.5077200,137.0
3917,-42.1439930,-64.4329820,174.0
3918,-42.3702810,-64.231018,39.0
3919,-42.2770910,-64.1317920,30.5
3920,-41.764034,-64.2042850,50.0
3921,-42.3075240,-64.064268,18.5
3922,-42.12121,-64.3441150,170.0
3925,-41.9988690,-64.4106860,158.0
3926,-42.0799430,-64.2950370,153.0
3928,-42.3209950,-64.1644170,53.0
3929,-42.2227490,-64.395804,53.0
3931,-42.1941650,-64.4284570,146.0
3934,-42.3279370,-64.3948380,57.0
3937,-42.4066830,-64.465774,22.5
3938,-42.2967100,-64.081586,35.0
3940,-42.213575,-64.3115520,8.9
3943,-42.3948770,-64.1570820,26.5
3944,-42.4299020,-64.4406770,3.6
3947,-42.3367140,-64.3901170,66.0
3948,-42.3667780,-64.2653220,44.0
3949,-42.0041600,-64.4597110,152.0
3950,-42.3989890,-64.3014740,3.0
3951,-42.3168570,-64.1567650,53.0
3952,-42.1071870,-64.6567650,136.0
3955,-42.3848200,-64.1717730,42.0
3956,-42.4168980,-64.1623300,4.1
3959,-42.3328260,-64.3646450,76.0
3960,-42.4300770,-64.4543310,3.1
3962,-42.2643000,-64.1391170,18.5
3964,-42.1121260,-64.4652310,173.0
3965,-42.3098060,-64.4486030,68.0
3966,-42.3014860,-64.4300000,64.0
3968,-42.1097220,-64.0930450,51.0
3970,-42.119958,-64.129775,51.0
3972,-41.9810800,-64.3692950,151.0
3974,-42.113312,-64.6437900,139.0
3975,-42.1099630,-64.2961380,164.0
3977,-42.2879940,-64.4601050,45.0
3978,-42.2195820,-64.5309170,51.0
3979,-42.1699100,-64.3020060,134.0
3980,-42.3908180,-64.1148450,18.5
3983,-42.2290510,-64.4657560,20.6
3984,-42.3188460,-64.3139560,70.0
3986,-42.3631400,-64.2785710,49.0
3989,-42.1601330,-64.07754,16.6
3992,-42.295639,-64.0602830,4.9
3993,-42.2764820,-64.4930500,2.4
3995,-42.1916790,-64.1994690,9.0
3996,-42.4036520,-64.2586180,16.5
3997,-42.1443200,-64.0269300,9.6
3999,-42.1363610,-64.1816070,38.0
4001,-42.287081,-64.179532,46.0
4003,-42.1111700,-64.257674,130.0
4004,-42.049278,-64.6142010,146.0
4006,-42.1179900,-64.2438470,98.0
4007,-42.142603,-64.3270470,167.0
4008,-42.2989440,-64.2162100,50.0
4011,-42.2546010,-64.2955970,4.1
4012,-41.9396670,-64.3581670,164.0
4013,-42.2672500,-64.2849540,30.5
4015,-42.3183960,-64.0907500,9.2
4016,-42.4095540,-64.3370100,5.4
4017,-42.0725820,-64.0689990,56.0
4019,-42.4061710,-64.2429400,10.5
4021,-42.1663210,-64.307868,143.0
4023,-42.3349820,-64.3053480,54.0
4024,-42.2730140,-64.4793030,13.5
4027,-42.3636010,-64.1606730,47.0
4030,-42.3693730,-64.1054310,50.0
4031,-42.2868500,-64.2673100,44.0
4035,-42.1822650,-64.1282400,5.5
4036,-42.0023590,-64.6378130,140.0
4038,-42.3559490,-64.3254270,42.0
4039,-41.9743450,-64.3818890,147.0
4040,-42.0170530,-64.6262020,156.0
4041,-42.1831510,-64.5605140,119.0
4042,-42.0873300,-64.6151720,146.0
4043,-42.2320450,-64.4342350,8.0
4045,-42.1260930,-64.4884130,173.0
4046,-42.3624660,-64.296382,52.0
4047,-42.2008000,-64.4864050,115.0
4048,-42.0518280,-64.5143800,170.0
4049,-42.0199340,-64.3878720,152.0
4051,-42.4005310,-64.5435780,21.5
4052,-42.2505750,-64.24035,11.5
4053,-42.4041490,-64.5879850,18.5
4054,-41.9839650,-64.4600140,163.0
4055,-42.3187820,-64.3639750,71.0
4056,-42.3651560,-64.5275520,50.0
4057,-42.4254720,-64.4105810,4.1
4058,-42.2235170,-64.4115440,58.0
4061,-42.3903770,-64.1696880,37.0
4062,-42.3943770,-64.1367450,26.5
4063,-42.4069110,-64.3750400,9.5
4064,-42.4026900,-64.2456050,14.5
4065,-42.3310550,-64.1161490,14.5
4067,-41.9754930,-64.4723350,154.0
4068,-42.4122300,-64.1730910,3.6
4069,-42.3463620,-64.1919030,50.0
4073,-42.4071300,-64.4976120,6.6
4074,-42.0871160,-64.4806990,173.0
4075,-42.0820540,-64.4403810,173.0
4076,-42.3906420,-64.2009470,37.0
4077,-42.0991840,-64.0661350,41.0
4078,-42.2755340,-64.1877250,33.0
4079,-42.1570770,-64.1056840,17.6
4082,-42.3364440,-64.5384370,26.5
4083,-42.3499350,-64.1412960,46.0
4085,-42.1438390,-64.2888120,149.0
4087,-42.2705100,-64.4827790,5.9
4088,-42.3554880,-64.3375280,44.0
4089,-42.4261730,-64.4600910,5.0
4092,-42.3492560,-64.2555710,61.0
4093,-42.2955930,-64.2819400,55.0
4094,-41.8704610,-64.2965750,118.0
4095,-42.3420640,-64.1728000,60.0
4096,-42.0672180,-64.1032250,63.0
4098,-42.0898480,-64.12086,33.0
4099,-42.1638730,-64.4097150,159.0
4100,-42.1911940,-64.3957740,143.0
4101,-42.2425880,-64.3975750,12.6
4102,-42.0442410,-64.4382630,131.0
4103,-42.3084500,-64.1472980,53.0
4104,-42.1371650,-64.2325760,71.0
4106,-42.2149930,-64.6344660,38.0
4107,-42.0078160,-64.5934330,154.0
4108,-42.2518800,-64.2305540,5.9
4109,-42.395528,-64.3065330,5.6
4110,-42.1038970,-64.4507050,173.0
4111,-42.061272,-64.3528890,154.0
4112,-42.3841990,-64.310276,9.6
4114,-42.30749,-64.0523240,0.8
4115,-42.3683050,-64.4316160,49.0
4118,-42.1341860,-64.3957330,175.0
4120,-42.2636890,-64.3006550,20.5
4121,-42.2154170,-64.4803880,70.0
4122,-42.2760120,-64.1107290,26.5
4123,-42.3562430,-64.466465,58.0
4124,-42.2616520,-64.3777280,23.5
4125,-42.1156160,-64.1713180,38.0
4126,-42.3802200,-64.1520180,42.0
4127,-42.2617960,-64.1504780,18.5
4128,-42.2822610,-64.4715730,30.5
4129,-42.2924620,-64.4569920,50.0
4130,-42.4160900,-64.1762620,1.3
4131,-42.0768000,-64.0150960,43.0
4132,-42.2564030,-64.1932350,3.6
4133,-42.0918760,-64.6237230,144.0
4134,-42.3422170,-64.2380620,67.0
4135,-42.1426780,-64.6099990,134.0
4136,-42.3705490,-64.3585970,46.0
4141,-42.2249040,-64.5364680,23.5
4142,-42.3008110,-64.0590910,13.5
4143,-42.4173390,-64.4382200,12.5
4144,-42.3670540,-64.4505510,59.0
4145,-42.0663990,-64.3038230,154.0
4146,-42.0950700,-64.2951630,162.0
4147,-42.3546110,-64.3810730,56.0
4150,-42.1589050,-64.3257520,162.0
4152,-42.4053380,-64.2658170,12.5
4153,-42.3721630,-64.3489750,44.0
4154,-42.0685170,-64.6153480,146.0
4155,-42.1614340,-64.0995380,15.6
4156,-42.3949830,-64.3442310,16.5
4157,-42.1271190,-64.2570350,123.0
4159,-42.1877610,-64.4279910,158.0
4161,-41.7785460,-64.3992350,118.0
4163,-42.186719,-64.2578300,8.7
4164,-42.1212490,-64.3907010,175.0
4165,-42.1955540,-64.3130800,77.0
4167,-42.2756270,-64.0931940,12.5
4168,-42.3833060,-64.376106,37.0
4169,-41.9900790,-64.5694800,176.0
4170,-42.323241,-64.3559340,71.0
4171,-42.3806580,-64.2568920,37.0
4172,-42.3753200,-64.0678820,24.5
4176,-42.1685260,-64.6562290,105.0
4177,-42.4169780,-64.5273600,6.7
4178,-42.3358260,-64.1069070,17.5
4179,-42.3091640,-64.5087380,36.0
4181,-42.1473700,-64.1916170,33.0
4182,-42.2762730,-64.3538650,34.0
4183,-42.3640340,-64.5510270,25.5
4184,-42.0199250,-64.4096080,151.0
4185,-42.3100860,-64.2061790,55.0
4187,-42.4196710,-64.1584490,2.2
4188,-42.1290560,-64.2229790,63.0
4189,-42.1637010,-64.6438300,119.0
4190,-41.9899040,-64.4428630,160.0
4192,-42.2875150,-64.4759950,31.0
4193,-42.3246210,-64.1037630,9.1
4194,-42.4027860,-64.2248970,19.5
4195,-42.0524040,-64.3032010,184.0
4196,-42.0770770,-64.274848,147.0
4198,-42.2930130,-64.1402080,48.0
4199,-42.1707220,-64.4473940,169.0
4200,-42.232429,-64.3834650,9.7
4201,-42.1224840,-64.3179680,169.0
4202,-42.1936630,-64.4787790,152.0
4203,-42.1701800,-64.3360900,158.0
4204,-42.4144100,-64.3738100,7.3
4207,-42.0154640,-64.3176730,163.0
4208,-42.3287050,-64.09156,23.5
4209,-42.3507630,-64.4321090,72.0
4211,-42.2636600,-64.2277770,12.5
4215,-42.2230230,-64.3805760,34.0
4216,-42.37931,-64.5277090,39.0
4217,-42.2232540,-64.3317330,1.8
4218,-42.0735520,-64.4142690,173.0
4219,-41.9911830,-64.5317030,152.0
4220,-42.4142480,-64.3918570,13.5
4221,-41.7997340,-64.1928630,114.0
4223,-42.0429160,-64.5800340,165.0
4225,-42.4104630,-64.4561330,22.5
4227,-42.0596240,-64.4594240,172.0
4228,-42.2834860,-64.115502,37.0
4229,-42.2899320,-64.1999720,47.0
4230,-42.1554650,-64.4782990,169.0
4232,-42.3152600,-64.5074850,50.0
4233,-42.3391380,-64.1634620,57.0
4237,-42.3224790,-64.4464850,81.0
4241,-42.1130590,-63.9931810,52.0
4242,-42.3071020,-64.2444830,49.0
4244,-42.3922230,-64.1892600,37.0
4245,-42.281634,-64.1842240,40.0
4246,-42.3924070,-64.0880720,12.5
4247,-42.2901240,-64.0657110,4.4
4250,-42.1166500,-64.1351720,49.0
4251,-42.0781530,-64.3423210,159.0
4253,-42.1556730,-64.6002220,130.0
4254,-42.1928920,-64.5485030,111.0
4257,-42.3619460,-64.1504530,57.0
4259,-42.3158700,-64.4746720,67.0
4260,-42.2751490,-64.3225650,33.0
4262,-42.0814080,-64.527964,166.0
4263,-42.0904080,-64.1853690,29.5
4264,-42.2840740,-64.3374370,46.0
4265,-42.4043390,-64.3784700,15.5
4268,-42.0816340,-64.1941010,40.0
4269,-42.1223740,-64.2169090,56.0
4270,-42.3715850,-64.5708110,18.5
4273,-42.3907930,-64.5694820,24.5
4274,-41.797313,-64.3024960,154.0
4276,-42.1057360,-64.0010710,52.0
4278,-42.4127760,-64.3550470,8.4
4279,-42.317049,-64.2233860,55.0
4280,-42.4172870,-64.4101780,18.5
4281,-42.4129530,-64.1974950,11.5
4282,-42.0330910,-64.4338260,125.0
4283,-42.1159110,-64.0117950,50.0
4284,-42.4103030,-64.4164900,4.6
4285,-42.2357000,-64.4593110,3.2
4290,-41.7083740,-64.2274030,70.0
4291,-42.4095630,-64.5444470,9.2
4296,-42.0635130,-64.0936430,66.0
4297,-42.3281050,-64.5508570,10.0
4301,-42.3416400,-64.1518410,53.0
4302,-42.1040780,-64.0496630,44.0
4303,-42.280382,-64.3320330,40.0
4305,-42.3967550,-64.5872140,8.5
4306,-42.3267440,-64.3355940,67.0
4307,-42.0849650,-64.083153,52.0
4309,-42.0638220,-64.2772420,147.0
4312,-42.413447,-64.3773740,4.3
4314,-42.3791500,-64.5622940,29.5
4315,-42.3041400,-64.4999450,36.0
4316,-42.4218030,-64.4422130,9.2
4317,-42.426607,-64.4513280,4.7
4318,-42.3977880,-64.1930350,9.5
4319,-42.3356310,-64.1109420,6.0
4321,-42.3167600,-64.1781650,57.0
4323,-42.2581500,-64.3028850,5.3
4326,-42.1109090,-64.4912050,173.0
4327,-42.108249,-64.1336150,45.0
4328,-42.2799650,-64.2867690,44.0
4329,-42.3574940,-64.5534910,22.5
4330,-42.2762820,-64.0710940,3.1
4331,-42.0203480,-64.5185640,151.0
4332,-42.244228,-64.4621650,2.3
4333,-42.0950960,-64.6003350,148.0
4334,-42.1818770,-64.6051810,119.0
4335,-42.1288000,-64.0255110,41.0
4338,-42.4181520,-64.418954,13.5
4339,-42.4089450,-64.3283210,1.0
4346,-42.2502260,-64.2523340,6.2
4348,-42.3241390,-64.2638510,56.0
4350,-42.3458940,-64.1108610,50.0
4351,-42.4129820,-64.2632430,3.1
4352,-42.2601890,-64.2306560,6.6
4353,-42.101085,-64.2799470,152.0
4354,-42.406843,-64.4359440,21.5
4355,-42.1561720,-64.3707980,168.0
4356,-41.9139350,-64.3727150,141.0
4357,-42.1871050,-64.4118050,141.0
4358,-42.1699490,-64.3770730,161.0
4361,-41.7167230,-64.3805000,121.0
4362,-42.385418,-64.2239460,36.0
4363,-42.2505410,-64.1629800,3.0
4364,-42.3679730,-64.1894640,31.0
4365,-42.2559230,-64.4019630,24.5
4366,-42.3353130,-64.0754780,17.5
4368,-42.2658370,-64.1753180,15.5
4369,-42.1635200,-64.1295880,9.0
4373,-42.0757000,-64.0236710,52.0
4375,-42.3742350,-64.4863900,61.0
4376,-42.3197440,-64.1098160,21.5
4377,-42.1833390,-64.341952,149.0
4378,-42.3956310,-64.5725520,14.5
4379,-42.1749270,-64.2602440,20.6
4381,-42.2483450,-64.1327880,2.2
4382,-42.3992380,-64.5928710,7.6
4383,-42.2781990,-64.224213,34.0
4384,-42.2201310,-64.363932,40.0
4386,-42.0355060,-64.3029710,152.0
4387,-42.1396690,-64.3349320,168.0
4388,-42.093699,-64.1157000,19.6
4390,-42.3626970,-64.1020420,51.0
4393,-42.0969470,-64.4678930,173.0
4400,-42.3884140,-64.3205830,10.5
4401,-42.1090840,-64.0432580,41.0
4403,-42.1128900,-64.1270770,50.0
4404,-42.4133550,-64.5749290,6.5
4406,-42.2636090,-64.453012,20.6
4407,-42.3629410,-64.4597480,64.0
4408,-42.2509280,-64.1330990,3.1
4409,-42.3446040,-64.5439880,23.5
4410,-42.3470110,-64.2681650,67.0
4415,-42.2656450,-64.2933840,28.5
4416,-42.4103340,-64.3785900,9.2
4417,-42.3362130,-64.2769190,70.0
4418,-42.2144750,-64.3776800,83.0
4419,-41.7250980,-64.6717550,136.0
4422,-42.1972340,-64.2063680,2.8
4424,-42.4179740,-64.1525700,1.3
4426,-42.0989200,-64.2507050,123.0
4431,-42.136155,-64.4204270,175.0
4432,-42.3052,-64.4560800,63.0
4433,-42.3707850,-64.2951090,33.0
4434,-42.074304,-64.0362440,58.0
4437,-42.3202980,-64.4994440,63.0
4438,-42.2483250,-64.2143640,3.1
4439,-42.3269940,-64.098441,9.1
4440,-42.4022890,-64.1000550,1.8
4441,-42.2814900,-64.4873440,12.5
4442,-42.0637550,-64.0852840,62.0
4443,-42.3034890,-64.0651410,19.5
4444,-42.1834550,-64.3835580,154.0
4445,-42.2876590,-64.2840150,49.0
4446,-42.2584040,-64.108872,4.4
4448,-42.2893150,-64.4303630,64.0
4449,-42.4116810,-64.2346400,5.4
4450,-42.3737150,-64.3109270,18.5
4451,-42.2787770,-64.3708120,45.0
4453,-42.4162300,-64.4007100,16.5
4454,-42.2726990,-64.0872800,6.8
4460,-42.2298970,-64.4476410,34.0
4461,-42.160598,-64.1988680,26.5
4464,-42.4093220,-64.194109,14.5
4465,-42.1237110,-64.4279360,174.0
4466,-42.1515840,-64.1849160,31.0
4468,-42.1109790,-64.2258670,55.0
4469,-42.1064150,-64.2679850,143.0
4472,-42.2630180,-64.2159320,14.5
4474,-42.3433720,-64.5284250,44.0
4475,-42.1653440,-64.0856680,17.6
4477,-42.4035710,-64.3529640,19.5
4478,-42.3889420,-64.1294480,29.5
4479,-42.2952560,-64.5200000,10.3
4480,-42.1254640,-64.2294120,70.0
4481,-42.1299080,-64.0182760,37.0
4482,-42.0826490,-64.1047590,52.0
4483,-42.1775510,-64.3558030,154.0
4484,-42.0647430,-64.3762510,159.0
4486,-42.3037190,-64.0712100,25.5
4487,-42.2205480,-64.3864130,59.0
4488,-42.3598020,-64.4787860,70.0
4490,-42.3127500,-64.3817000,68.0
4494,-42.0038380,-64.4772200,162.0
4495,-42.2206690,-64.477494,50.0
4496,-42.2760480,-64.3303470,32.0
4497,-42.3456450,-64.4394240,74.0
4498,-42.2979040,-64.1171230,49.0
4499,-42.0791190,-64.2317840,110.0
4500,-42.398476,-64.3521420,22.5
4502,-42.185583,-64.2154470,20.6
4503,-42.3186800,-64.0618070,6.5
4504,-42.3504800,-64.1573010,59.0
4508,-42.1182880,-64.1951820,47.0
4509,-42.0646820,-64.3590980,160.0
4511,-42.380528,-64.5826570,4.7
,,,
,,,

